"time","anomaly"
19861105,-0.105201,
19861112,-0.0929256,
19861119,-0.148766,
19861126,-0.311898,
19861203,-0.259369,
19861210,-0.0686044,
19861217,0.0434461,
19861224,-0.0634001,
19861231,-0.107761,
19870107,-0.130011,
19870114,-0.2892,
19870121,-0.158583,
19870128,-0.0126419,
19870204,-0.010353,
19870211,-0.0541141,
19870218,-0.0956999,
19870225,-0.0974697,
19870304,-0.0497937,
19870311,0.162116,
19870318,-0.128466,
19870325,-0.199433,
19870401,0.194384,
19870408,0.273518,
19870415,0.0213276,
19870422,-0.128181,
19870429,-0.152805,
19870506,0.0247678,
19870513,0.117732,
19870520,0.153816,
19870527,0.348562,
19870603,0.384572,
19870610,0.293095,
19870617,0.127967,
19870624,0.0331726,
19870701,0.226394,
19870708,0.2929,
19870715,0.201921,
19870722,0.159214,
19870729,0.102668,
19870805,0.123357,
19870812,0.122988,
19870819,0.084622,
19870826,0.0696944,
19870902,0.144759,
19870909,0.127061,
19870916,0.0732508,
19870923,0.0830422,
19870930,0.0637649,
19871007,0.172825,
19871014,0.227749,
19871021,0.198297,
19871028,0.340696,
19871104,0.571381,
19871111,0.531838,
19871118,0.460633,
19871125,0.416096,
19871202,0.294722,
19871209,0.211163,
19871216,0.278569,
19871223,0.124448,
19871230,0.193159,
19880106,0.523581,
19880113,0.499356,
19880120,0.592644,
19880127,0.538358,
19880203,0.371478,
19880210,0.499432,
19880217,0.525035,
19880224,0.376249,
19880302,0.353126,
19880309,0.504226,
19880316,0.537561,
19880323,0.565455,
19880330,0.748989,
19880406,0.689236,
19880413,0.455414,
19880420,0.412757,
19880427,0.29831,
19880504,0.307374,
19880511,0.445039,
19880518,0.757379,
19880525,0.815686,
19880601,0.6943,
19880608,0.642267,
19880615,0.548191,
19880622,0.55084,
19880629,0.520433,
19880706,0.476512,
19880713,0.460512,
19880720,0.405068,
19880727,0.234409,
19880803,0.153784,
19880810,0.278811,
19880817,0.468254,
19880824,0.32968,
19880831,0.238576,
19880907,0.15005,
19880914,-0.0206463,
19880921,-0.00773791,
19880928,0.168151,
19881005,0.100519,
19881012,0.134929,
19881019,0.331774,
19881026,0.132048,
19881102,-0.0469103,
19881109,0.0655485,
19881116,0.00461647,
19881123,-0.0805583,
19881130,0.0649148,
19881207,0.135258,
19881214,0.0249343,
19881221,-0.0271007,
19881228,0.198704,
19890104,0.260236,
19890111,0.471111,
19890118,0.642433,
19890125,0.564233,
19890201,0.352532,
19890208,0.225442,
19890215,0.127951,
19890222,0.236401,
19890301,0.393503,
19890308,0.246931,
19890315,0.044058,
19890322,0.307169,
19890329,0.392801,
19890405,0.231168,
19890412,0.238841,
19890419,0.267704,
19890426,0.294218,
19890503,0.291957,
19890510,0.307594,
19890517,0.310972,
19890524,0.235621,
19890531,0.108223,
19890607,0.185711,
19890614,0.328849,
19890621,0.234305,
19890628,0.0469242,
19890705,0.118987,
19890712,0.160919,
19890719,0.152757,
19890726,0.0604263,
19890802,0.198856,
19890809,0.377715,
19890816,0.446205,
19890823,0.261195,
19890830,0.0515332,
19890906,-0.00544694,
19890913,0.039346,
19890920,0.224134,
19890927,0.217445,
19891004,0.129394,
19891011,0.17689,
19891018,0.199731,
19891025,0.0531003,
19891101,-0.0338767,
19891108,-0.0576764,
19891115,-0.122459,
19891122,-0.256425,
19891129,-0.337511,
19891206,-0.395553,
19891213,-0.491507,
19891220,-0.510491,
19891227,-0.554452,
19900103,-0.648184,
19900110,-0.668281,
19900117,-0.415357,
19900124,-0.52484,
19900131,-0.469851,
19900207,-0.100126,
19900214,0.0531037,
19900221,-0.0975463,
19900228,0.187412,
19900307,0.0207363,
19900314,0.034763,
19900321,0.283762,
19900328,0.304658,
19900404,0.330859,
19900411,0.318317,
19900418,0.220449,
19900425,0.182445,
19900502,-0.291647,
19900509,-0.169469,
19900516,-0.0420301,
